epoch,train_loss,valid_loss,accuracy
1,0.6987534165382385,0.6934795379638672,0.5386631488800049
2,0.6878523826599121,0.6876431703567505,0.5674967169761658
3,0.6792712211608887,0.6906771659851074,0.5635648965835571
